doc_id,vader_neg,vader_neu,vader_pos,vader_compound
vatican__francesco__en__speeches_2021_august_documents_20210827_internationalcatholic_legislatorsnetwork_html,0.102,0.718,0.18,0.9981
vatican__francesco__en__speeches_2021_august_documents_20210828_associazione_lazare_html,0.06,0.736,0.204,0.9996
vatican__francesco__en__speeches_2021_december_documents_20211202_cipro_autorita_html,0.061,0.71,0.229,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211202_cipro_religiosi_html,0.05,0.758,0.193,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211202_cipro_voloandata_html,0.016,0.743,0.241,0.9875
vatican__francesco__en__speeches_2021_december_documents_20211203_cipro_incontro_santosinodo_html,0.028,0.775,0.197,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211203_cipro_preghiera_migranti_html,0.104,0.741,0.155,0.9976
vatican__francesco__en__speeches_2021_december_documents_20211204_grecia_autorita_html,0.056,0.733,0.21,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211204_grecia_ieronimus_ii_html,0.067,0.706,0.227,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211204_grecia_religiosi_html,0.053,0.711,0.236,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211205_grecia_rifugiati_html,0.119,0.725,0.156,0.9977
vatican__francesco__en__speeches_2021_december_documents_20211206_grecia_giovani_html,0.066,0.694,0.24,1.0
vatican__francesco__en__speeches_2021_december_documents_20211206_grecia_volodiritorno_html,0.096,0.785,0.119,0.9967
vatican__francesco__en__speeches_2021_december_documents_20211210_delegazioni_presepe_albero_html,0.037,0.771,0.192,0.9992
vatican__francesco__en__speeches_2021_december_documents_20211210_giuristi_cattolici_html,0.087,0.759,0.153,0.9921
vatican__francesco__en__speeches_2021_december_documents_20211211_plenaria_civcsva_html,0.05,0.777,0.173,0.9994
vatican__francesco__en__speeches_2021_december_documents_20211215_artisti_concertodinatale_html,0.034,0.651,0.316,0.9998
vatican__francesco__en__speeches_2021_december_documents_20211217_nuovi_ambasciatori_html,0.052,0.786,0.162,0.9973
vatican__francesco__en__speeches_2021_december_documents_20211218_ragazzi_aci_html,0.041,0.788,0.171,0.9992
vatican__francesco__en__speeches_2021_december_documents_20211223_curiaromana_html,0.074,0.758,0.168,0.9999
vatican__francesco__en__speeches_2021_december_documents_20211223_dipendentiscv_html,0.046,0.738,0.216,0.9997
vatican__francesco__en__speeches_2021_february_documents_papa_francesco_20210201_catholic_news_service_html,0.035,0.729,0.236,0.9949
vatican__francesco__en__speeches_2021_february_documents_papa_francesco_20210206_focolari_html,0.076,0.7,0.224,0.9998
vatican__francesco__en__speeches_2021_february_documents_papa_francesco_20210208_corpo_diplomatico_html,0.123,0.705,0.172,0.9997
vatican__francesco__en__speeches_2021_february_documents_papa_francesco_20210212_istituto_stoccolma_html,0.04,0.758,0.203,0.9967
vatican__francesco__en__speeches_2021_february_documents_papa_francesco_20210219_sampdoria_calcio_html,0.017,0.775,0.208,0.9922
vatican__francesco__en__speeches_2021_january_documents_papa_francesco_20210120_squadracalcio_laspezia_html,0.0,0.743,0.257,0.9915
vatican__francesco__en__speeches_2021_january_documents_papa_francesco_20210129_rota_romana_html,0.069,0.756,0.175,0.9998
vatican__francesco__en__speeches_2021_january_documents_papa_francesco_20210130_ufficio_catechistico_cei_html,0.039,0.759,0.203,0.9999
vatican__francesco__en__speeches_2021_july_documents_20210701_libanesi_html,0.069,0.712,0.219,0.9997
vatican__francesco__en__speeches_2021_june_documents_20210619_diaconi_html,0.06,0.794,0.147,0.9994
vatican__francesco__en__speeches_2021_june_documents_20210624_roaco_html,0.081,0.744,0.176,0.9983
vatican__francesco__en__speeches_2021_june_documents_20210625_federazione_luterana_html,0.067,0.706,0.227,0.9996
vatican__francesco__en__speeches_2021_june_documents_20210626_caritas_italiana_html,0.063,0.727,0.21,0.9998
vatican__francesco__en__speeches_2021_june_documents_20210628_patriarcato_costantinopoli_html,0.058,0.71,0.233,0.9995
vatican__francesco__en__speeches_2021_march_documents_collegiofilippino_20210322_html,0.044,0.778,0.178,0.9997
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210301_centro_francescano_solidarieta_html,0.106,0.703,0.191,0.9946
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210305_iraq_autorita_html,0.089,0.683,0.228,0.9998
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210305_iraq_clero_html,0.045,0.74,0.215,0.9999
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210305_iraq_volo_andata_html,0.013,0.841,0.146,0.9924
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210306_iraq_incontro_interreligioso_html,0.078,0.736,0.185,0.9998
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210307_iraq_comunita_qaraqosh_html,0.098,0.639,0.263,0.9997
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210308_iraq_volo_ritorno_html,0.058,0.808,0.134,0.9999
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210312_corso_forointerno_html,0.048,0.674,0.278,1.0
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210312_pallanuoto_genova_html,0.042,0.752,0.206,0.9732
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210318_pontificio_collegiobelga_html,0.028,0.755,0.217,0.9998
vatican__francesco__en__speeches_2021_march_documents_papa_francesco_20210327_tribunale_scv_html,0.014,0.851,0.136,0.999
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210506_guardie_svizzere_html,0.003,0.753,0.244,0.9992
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210514_scouts_francesi_html,0.025,0.756,0.219,0.9994
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210514_statigenerali_natalita_html,0.06,0.738,0.202,0.9999
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210515_associazione_meter_html,0.06,0.799,0.14,0.9941
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210521_ambasciatori_html,0.079,0.737,0.185,0.9982
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210521_associazione_lazare_html,0.07,0.679,0.25,0.9996
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210524_visita_palazzopio_html,0.041,0.761,0.199,0.9993
vatican__francesco__en__speeches_2021_may_documents_papa_francesco_20210531_pallacanestro_html,0.049,0.739,0.212,0.9993
vatican__francesco__en__speeches_2021_november_documents_20211105_nuovasala_bibliotecaapostolica_html,0.013,0.733,0.254,0.9998
vatican__francesco__en__speeches_2021_november_documents_20211106_associazione_retrouvaille_html,0.119,0.724,0.157,0.9903
vatican__francesco__en__speeches_2021_november_documents_20211112_giornata_poveri_assisi_html,0.097,0.726,0.177,0.9999
vatican__francesco__en__speeches_2021_november_documents_20211113_onoreficenze_giornalisti_html,0.043,0.818,0.138,0.9992
vatican__francesco__en__speeches_2021_november_documents_20211113_premio_ratzinger_html,0.007,0.763,0.231,0.9998
vatican__francesco__en__speeches_2021_november_documents_20211115_ordinefrancescano_secolare_html,0.026,0.842,0.132,0.9979
vatican__francesco__en__speeches_2021_november_documents_20211119_accademia_disvezia_html,0.063,0.764,0.173,0.995
vatican__francesco__en__speeches_2021_november_documents_20211119_conferenza_lavorominorile_html,0.04,0.826,0.135,0.9936
vatican__francesco__en__speeches_2021_november_documents_20211120_calcio_worldrom_html,0.05,0.749,0.201,0.9987
vatican__francesco__en__speeches_2021_november_documents_20211120_oblate_immacolata_html,0.029,0.726,0.245,0.9998
vatican__francesco__en__speeches_2021_november_documents_20211122_christmas_contest_html,0.019,0.767,0.214,0.9986
vatican__francesco__en__speeches_2021_october_documents_20211002_movimento_foi_et_lumiere_html,0.073,0.773,0.154,0.9965
vatican__francesco__en__speeches_2021_october_documents_20211004_religione_scienza_cop26_html,0.06,0.677,0.263,0.9997
vatican__francesco__en__speeches_2021_october_documents_20211005_pattoeducativo_globale_html,0.032,0.795,0.173,0.999
vatican__francesco__en__speeches_2021_october_documents_20211007_gruppo_ortodossocattolico_santireneo_html,0.022,0.79,0.188,0.9991
vatican__francesco__en__speeches_2021_october_documents_20211007_incontro_preghiera_perlapace_html,0.117,0.708,0.174,0.9984
vatican__francesco__en__speeches_2021_october_documents_20211007_istituzione_ciclostudi_html,0.065,0.758,0.177,0.9992
vatican__francesco__en__speeches_2021_october_documents_20211009_apertura_camminosinodale_html,0.044,0.782,0.174,0.9998
vatican__francesco__en__speeches_2021_october_documents_20211009_incontropreparatorio_cop26_html,0.023,0.733,0.245,0.9996
vatican__francesco__en__speeches_2021_october_documents_20211011_suore_carita_thouret_html,0.015,0.758,0.227,0.9996
vatican__francesco__en__speeches_2021_october_documents_20211014_farmaceutica_ospedaliera_html,0.028,0.784,0.188,0.9997
vatican__francesco__en__speeches_2021_october_documents_20211018_biomedical_univ_foundation_html,0.055,0.699,0.246,0.9997
vatican__francesco__en__speeches_2021_october_documents_20211022_suore_maria_ausiliatrice_html,0.085,0.725,0.19,0.9998
vatican__francesco__en__speeches_2021_october_documents_20211023_fondazione_centesimus_annus_html,0.045,0.792,0.164,0.999
vatican__francesco__en__speeches_2021_october_documents_20211025_pellegrinaggio_ecumenico_html,0.014,0.758,0.228,0.9971
vatican__francesco__en__speeches_2021_september_documents_20210902_fondazione_arche_html,0.02,0.688,0.292,0.9995
vatican__francesco__en__speeches_2021_september_documents_20210904_leaders_pourlapaix_html,0.058,0.727,0.215,0.9988
vatican__francesco__en__speeches_2021_september_documents_20210911_carmelitani_scalzi_html,0.062,0.735,0.203,0.9998
vatican__francesco__en__speeches_2021_september_documents_20210912_bratislava_incontroecumenico_html,0.064,0.694,0.242,0.9998
vatican__francesco__en__speeches_2021_september_documents_20210912_budapest_consiglioecumenico_html,0.071,0.742,0.187,0.9996
vatican__francesco__en__speeches_2021_september_documents_20210912_budapest_vescovi_html,0.041,0.767,0.192,0.9999
vatican__francesco__en__speeches_2021_september_documents_20210912_budapest_voloandata_html,0.0,0.841,0.159,0.9947
vatican__francesco__en__speeches_2021_september_documents_20210913_bratislava_autorita_html,0.057,0.746,0.197,0.9998
vatican__francesco__en__speeches_2021_september_documents_20210913_bratislava_centrobetlemme_html,0.034,0.827,0.139,0.9548
vatican__francesco__en__speeches_2021_september_documents_20210913_bratislava_comunitaebraica_html,0.07,0.779,0.151,0.9974
vatican__francesco__en__speeches_2021_september_documents_20210913_bratislava_religiosi_html,0.079,0.716,0.205,0.9999
vatican__francesco__en__speeches_2021_september_documents_20210914_kosice_giovani_html,0.105,0.611,0.284,0.9999
vatican__francesco__en__speeches_2021_september_documents_20210914_kosice_rom_html,0.06,0.746,0.193,0.9996
vatican__francesco__en__speeches_2021_september_documents_20210916_associazioni_fedeli_html,0.067,0.793,0.14,0.9998
vatican__francesco__en__speeches_2021_september_documents_20210917_nuova_evangelizzazione_html,0.021,0.801,0.178,0.9995
vatican__francesco__en__speeches_2021_september_documents_20210918_fedeli_diocesiroma_html,0.077,0.782,0.142,0.9998
vatican__francesco__en__speeches_2021_september_documents_20210925_vescovi_amicifocolari_html,0.036,0.754,0.21,0.9994
vatican__francesco__en__speeches_2021_september_documents_20210927_assemblea_pav_html,0.074,0.754,0.173,0.9997
vatican__francesco__en__speeches_2022_april_documents_20220401_fondazione_italiana_autismo_html,0.056,0.75,0.194,0.9996
vatican__francesco__en__speeches_2022_april_documents_20220401_popoli_indigeni_canada_html,0.097,0.694,0.21,0.9997
vatican__francesco__en__speeches_2022_april_documents_20220402_malta_autorita_html,0.118,0.694,0.188,0.9995
vatican__francesco__en__speeches_2022_april_documents_20220403_malta_migranti_html,0.065,0.714,0.221,0.9999
vatican__francesco__en__speeches_2022_april_documents_20220403_malta_volo_ritorno_html,0.117,0.783,0.101,-0.9925
vatican__francesco__en__speeches_2022_april_documents_20220407_pont_ist_teutonico_smariadellanima_html,0.034,0.739,0.227,0.9991
vatican__francesco__en__speeches_2022_april_documents_20220415_a_sua_immagine_venerdisanto_html,0.172,0.697,0.132,-0.9997
vatican__francesco__en__speeches_2022_april_documents_20220418_adolescenti_italiani_html,0.104,0.735,0.161,0.9979
vatican__francesco__en__speeches_2022_april_documents_20220420_catholic_education_project_html,0.037,0.716,0.247,0.9999
vatican__francesco__en__speeches_2022_april_documents_20220423_convegno_missionario_giovani_html,0.084,0.733,0.183,0.9995
vatican__francesco__en__speeches_2022_april_documents_20220423_madonna_lacrime_treviglio_html,0.173,0.61,0.217,0.9964
vatican__francesco__en__speeches_2022_april_documents_20220423_simposio_associazione_fiat_html,0.05,0.735,0.215,0.9991
vatican__francesco__en__speeches_2022_april_documents_20220425_cappellania_queens_university_belfast_html,0.01,0.762,0.228,0.9982
vatican__francesco__en__speeches_2022_april_documents_20220425_missionari_divina_misericordia_html,0.069,0.735,0.196,0.9997
vatican__francesco__en__speeches_2022_april_documents_20220425_solidarieta_internazionale_trinitaria_html,0.104,0.718,0.178,0.9961
vatican__francesco__en__speeches_2022_april_documents_20220425_sri_lankesi_italia_html,0.135,0.687,0.178,0.9542
vatican__francesco__en__speeches_2022_april_documents_20220428_papal_foundation_html,0.05,0.703,0.248,0.9985
vatican__francesco__en__speeches_2022_april_documents_20220428_pellegrinaggio_polonia_html,0.018,0.755,0.227,0.9997
vatican__francesco__en__speeches_2022_april_documents_20220429_plenaria_scienze_sociali_html,0.039,0.744,0.216,0.9998
vatican__francesco__en__speeches_2022_april_documents_20220429_pontcommissione_tutelaminori_html,0.107,0.713,0.18,0.9989
vatican__francesco__en__speeches_2022_april_documents_20220430_pellegrinaggio_slovacchia_html,0.054,0.731,0.214,0.9995
vatican__francesco__en__speeches_2022_august_documents_20220805_primo_alphacamp_html,0.045,0.775,0.18,0.9996
vatican__francesco__en__speeches_2022_august_documents_20220825_cath_legislators_network_html,0.047,0.741,0.212,0.9992
vatican__francesco__en__speeches_2022_august_documents_20220826_canossiane_html,0.075,0.684,0.241,0.9999
vatican__francesco__en__speeches_2022_august_documents_20220828_autorita_cittadini_laquila_html,0.097,0.675,0.228,0.9988
vatican__francesco__en__speeches_2022_december_documents_20221201_premio_ratzinger2022_html,0.016,0.783,0.201,0.9997
vatican__francesco__en__speeches_2022_december_documents_20221202_forum_associazioni_familiari_html,0.04,0.757,0.203,0.9997
vatican__francesco__en__speeches_2022_december_documents_20221202_leaders_pourlapaix_html,0.138,0.651,0.211,0.9939
vatican__francesco__en__speeches_2022_december_documents_20221203_delegazioni_albero_presepe_html,0.05,0.752,0.198,0.9992
vatican__francesco__en__speeches_2022_december_documents_20221203_giornata_int_disabilita_html,0.059,0.801,0.14,0.9972
vatican__francesco__en__speeches_2022_december_documents_20221209_movim_cristiano_lavoratori_html,0.065,0.735,0.199,0.9995
vatican__francesco__en__speeches_2022_december_documents_20221210_seminario_barcellona_html,0.034,0.759,0.207,0.9993
vatican__francesco__en__speeches_2022_december_documents_20221210_vigili_delfuoco_html,0.063,0.685,0.251,0.9997
vatican__francesco__en__speeches_2022_december_documents_20221212_amitie_judeo_chretienne_html,0.07,0.783,0.148,0.9789
vatican__francesco__en__speeches_2022_december_documents_20221212_unione_ciechi_ipovedenti_html,0.039,0.799,0.161,0.9979
vatican__francesco__en__speeches_2022_december_documents_20221215_credenziali_ambasciatori_html,0.077,0.716,0.208,0.9991
vatican__francesco__en__speeches_2022_december_documents_20221215_ragazzi_aci_html,0.039,0.697,0.265,0.9998
